time,heartrate,distance,altitude,velocity_smooth,grade_smooth,temp
0,77,0.0,451.2,0.0,4.4741607,34
1,77,0.0,451.2,0.0,4.4741607,34
7,77,5.66,451.2,1.288,4.4741607,34
9,77,10.46,450.6,1.418,6.0929227,34
14,78,19.45,452.6,0.0,2.9600825,34
20,82,24.76,453.4,1.493,5.110725,34
21,80,27.22,453.6,2.342,5.1490893,34
22,84,29.82,454.0,2.65,4.6346126,34
23,87,32.65,454.0,2.837,5.257794,34
24,87,35.47,454.0,2.65,5.5231786,34
25,90,37.71,454.0,2.258,5.8252153,34
29,94,49.78,453.8,3.462,5.575042,34
31,94,58.39,453.8,4.283,6.704017,34
32,97,62.57,453.8,4.283,11.13556,34
34,101,70.49,454.2,3.966,11.243551,34
36,101,78.79,456.0,4.031,9.455496,34
38,104,86.81,456.4,4.031,9.937042,34
40,107,95.0,457.0,4.115,12.087709,34
41,109,99.17,457.0,4.115,16.010986,34
42,112,103.48,457.2,4.115,16.869028,34
43,116,107.98,457.4,4.124,15.592291,34
44,119,112.4,457.6,4.161,16.510736,34
46,119,121.34,459.8,4.255,12.6773,34
49,119,135.19,460.8,4.46,6.949148,34
50,119,139.81,462.0,4.525,6.595408,34
51,120,144.41,463.4,4.525,4.832156,34
53,121,152.58,465.0,4.46,2.4337494,34
55,123,161.36,466.2,4.357,-1.1286024,34
56,124,165.98,466.4,4.292,-1.9008032,34
65,124,202.13,466.6,3.984,-2.3985953,33
66,124,205.84,466.4,3.975,-5.8523107,33
71,123,224.59,465.6,3.602,-4.7832804,33
74,122,236.56,465.2,3.602,-4.5345654,33
78,123,252.02,464.6,3.602,-3.8955305,33
80,124,260.34,464.0,3.77,-3.738229,33
84,126,277.62,463.0,3.938,-1.9921019,33
85,128,281.73,462.8,3.938,-2.2637947,33
88,131,293.14,462.4,3.966,-2.9987876,33
89,131,296.95,462.4,3.966,-3.4654279,33
91,132,305.68,462.6,3.919,-4.0166593,33
97,133,330.78,462.0,4.022,-3.5263743,33
98,134,335.17,461.6,4.022,-5.409483,33
103,135,356.81,460.8,4.068,-3.1902547,33
106,135,369.22,460.2,3.9,-3.6492867,33
109,136,382.59,459.6,4.133,-2.4822116,33
114,137,404.18,458.8,3.966,-1.564237,32
116,137,411.66,458.6,4.059,1.023386,32
121,137,433.84,458.2,4.18,1.953606,32
128,138,462.95,458.0,4.18,6.6136713,32
132,138,480.84,459.2,4.18,16.199202,32
133,139,485.33,459.8,4.18,20.234324,32
135,139,494.0,461.4,4.292,13.97295,32
137,139,502.95,462.8,4.423,13.6434,32
138,139,507.45,463.4,4.423,16.16679,32
139,139,511.89,464.8,4.423,13.995255,32
140,139,516.17,465.8,4.423,13.316583,32
142,139,525.19,467.8,4.432,10.523565,32
144,139,534.31,469.2,4.432,4.988243,32
148,139,552.77,470.6,4.451,3.1337574,32
149,139,557.52,470.8,4.488,-0.971515,32
151,139,567.59,472.2,4.535,-3.5075998,32
152,139,572.32,473.2,4.535,-7.369844,32
155,139,585.46,473.4,4.535,-8.106584,32
158,139,600.95,472.2,4.759,-8.8986435,32
161,140,614.65,470.6,4.619,-8.247232,32
162,140,619.3,470.2,4.609,-6.4759026,32
164,140,629.2,469.4,4.637,-5.547524,31
165,139,634.33,468.8,4.74,-0.5422258,31
166,138,639.56,468.4,4.768,0.0,31
169,137,654.44,467.4,4.74,1.5755726,31
173,136,673.52,466.2,4.731,4.442583,31
174,136,678.22,466.4,4.731,9.383935,31
179,136,703.22,467.4,4.703,8.375841,31
181,135,713.15,468.4,4.759,11.407969,31
182,136,719.08,468.8,4.787,11.012529,31
185,137,733.27,470.4,4.787,9.596268,31
187,138,742.97,472.0,4.759,9.143059,31
189,139,753.18,473.4,4.796,8.242516,31
190,140,757.63,474.2,4.759,7.943195,31
191,141,761.99,474.6,4.684,4.007794,31
196,141,785.84,475.8,4.46,2.3106966,31
198,142,796.43,476.8,4.525,-1.5589554,31
199,143,801.43,477.8,4.525,-6.186476,31
200,143,806.01,478.6,4.525,-9.7948,31
203,143,822.64,478.4,4.721,-10.296555,31
206,143,837.19,477.2,4.721,-11.0520935,31
208,144,846.28,476.0,4.721,-11.301884,31
209,145,851.48,475.6,4.693,-11.978066,31
210,145,856.71,474.4,4.46,-10.938184,31
212,145,867.64,473.2,4.413,-8.362421,31
214,143,878.79,471.2,5.458,-2.580995,31
215,142,884.21,471.0,5.505,-2.700637,31
216,142,890.22,471.0,5.505,-2.9153404,31
217,141,896.03,470.0,5.188,-1.6023623,31
219,140,906.23,468.6,5.076,0.7053168,31
220,140,911.57,468.4,5.188,1.1575394,31
227,137,952.96,468.6,5.514,0.9405708,31
231,136,975.54,469.0,5.664,0.83617294,30
233,135,985.24,469.2,5.608,-3.946325,30
240,132,1024.73,469.4,5.505,-5.085394,30
242,128,1036.3,469.6,5.524,-13.08843,30
247,126,1065.12,466.8,5.608,-10.616961,30
248,126,1071.43,465.6,5.757,-8.612276,30
249,126,1078.19,464.0,6.485,-4.4047756,30
250,125,1085.31,462.6,6.793,-2.468547,30
251,125,1092.88,461.6,7.315,-1.1753274,30
254,121,1118.7,460.8,7.95,0.0,30
256,117,1135.01,461.0,8.92,-1.0974206,30
258,113,1153.45,461.2,9.2,-1.1616433,30
260,109,1173.21,460.8,9.116,-0.7930223,30
261,109,1179.9,460.4,8.426,-1.9854386,30
264,113,1203.81,460.0,7.521,-1.5651517,30
265,113,1212.61,460.4,7.353,-3.7153387,30
266,114,1219.71,461.2,7.017,-7.9274917,30
271,112,1243.79,460.8,4.031,-5.317005,30
274,114,1257.87,459.0,5.263,-1.133036,30
275,116,1263.06,458.4,5.151,-0.35273337,30
276,116,1268.42,457.2,5.151,1.9453082,30
280,116,1291.2,456.8,5.524,2.7826846,30
284,120,1314.36,457.0,5.626,4.466408,30
286,120,1325.8,458.2,5.701,3.03634,30
287,121,1331.62,458.4,5.757,2.687383,30
290,124,1349.52,459.0,5.766,1.8578875,30
293,127,1367.24,459.6,5.841,0.9430408,30
296,129,1385.43,459.8,5.841,1.7340063,29
301,129,1413.39,460.0,5.682,3.5309093,29
303,129,1424.91,460.2,5.589,4.389398,29
304,130,1430.54,460.8,5.58,-1.6998192,29
307,133,1447.74,462.2,5.58,-4.0035343,29
309,134,1458.23,462.2,5.58,-4.7318997,29
310,134,1463.59,462.0,5.552,-6.570641,29
312,134,1474.19,462.4,5.328,-8.239837,29
316,135,1495.63,460.8,5.328,-6.7881174,29
318,136,1507.05,459.6,5.328,-4.269869,29
319,136,1513.04,459.4,5.328,-3.5196831,29
