time,heartrate,distance,altitude,velocity_smooth,grade_smooth,temp
0,94,1.7,366.0,2.669,-7.1367564,32
1,94,3.95,366.2,2.622,-7.5332665,32
6,96,18.57,366.8,2.566,-8.346911,32
7,96,20.5,367.2,2.109,-7.578287,32
10,94,23.11,367.6,0.0,-5.7886906,32
12,90,25.41,367.4,1.082,-2.8997054,32
15,91,30.39,367.0,1.4,-2.272734,32
16,91,32.31,366.8,1.4,-1.8819138,32
17,91,34.06,366.8,1.4,-1.9548528,32
19,93,38.58,366.2,1.465,-1.143057,32
20,94,40.02,366.0,1.465,-1.083976,32
21,94,40.46,365.8,0.0,-0.7450543,32
24,96,43.98,364.8,1.4,1.1283706,32
25,96,44.87,364.4,1.362,1.1282123,32
28,96,46.85,363.4,0.0,3.0676112,32
32,96,50.62,362.4,0.0,6.336766,32
35,95,54.95,362.4,1.054,6.6890035,32
37,95,58.01,362.4,1.288,7.145852,32
40,95,67.22,362.8,2.557,6.8479023,32
41,95,70.78,363.4,2.557,6.9191356,32
43,96,76.8,364.6,2.221,5.273214,32
45,98,82.42,365.8,1.819,3.7766845,32
47,100,85.63,365.8,1.26,4.1723824,32
50,104,92.67,365.6,1.819,5.3455534,32
51,102,96.0,365.4,2.407,6.369794,32
56,102,118.5,365.0,3.648,7.5307016,32
59,101,134.52,367.0,4.385,5.109574,32
62,101,148.85,368.0,3.256,4.1377215,32
66,101,159.37,369.0,1.885,3.3303056,32
69,102,166.13,369.2,2.37,5.3964367,32
71,103,170.1,369.4,2.183,8.780004,32
74,104,178.54,369.6,2.127,10.23088,32
78,107,188.51,370.2,2.183,11.795012,31
79,104,192.16,370.2,2.127,18.265558,31
84,104,203.52,370.6,1.978,18.350506,31
86,103,205.83,370.8,1.894,24.469774,31
88,105,208.51,371.2,1.941,24.96475,31
89,105,210.48,371.4,1.959,25.918036,31
92,107,214.41,372.0,1.959,25.617353,31
94,107,218.84,372.4,1.959,26.341915,31
97,108,226.08,374.0,2.323,26.111593,31
99,109,230.3,375.4,2.062,26.380005,31
101,111,233.53,376.4,2.025,23.391571,31
102,112,234.03,377.0,1.633,23.747805,31
104,114,235.19,377.6,0.0,22.786667,31
106,116,236.26,378.8,0.0,22.748177,31
107,119,239.86,379.2,1.138,23.191875,31
108,122,242.35,379.8,1.325,23.70547,31
109,126,244.94,380.0,1.325,23.284737,31
111,130,250.66,381.2,1.325,22.086906,31
112,131,253.8,382.2,1.325,20.514624,31
114,132,258.94,383.4,1.698,19.03165,31
116,133,263.98,384.4,1.764,18.663969,31
118,133,269.08,385.8,1.847,19.44175,31
119,134,271.58,387.4,1.857,16.81915,31
121,134,276.52,388.8,1.922,14.910632,31
123,135,282.7,389.0,1.978,13.862897,31
124,135,284.52,389.0,1.829,14.427616,31
126,136,288.44,390.4,0.0,12.263965,31
127,136,289.95,391.6,1.446,8.467621,31
129,137,294.02,392.0,1.829,7.982631,31
131,139,299.82,392.4,1.791,7.1543474,31
133,140,305.55,392.6,1.745,4.8270774,31
135,143,309.51,393.6,1.736,0.73900956,31
136,144,311.5,394.2,1.736,-0.39907986,31
137,144,313.04,395.0,1.745,-3.9705758,31
138,145,314.78,395.6,1.745,-5.1637535,31
140,146,318.36,395.8,1.782,-5.711428,31
142,147,322.27,396.0,1.782,-7.4055185,31
145,147,327.88,396.6,1.717,-5.790282,31
148,147,333.34,396.4,1.698,-6.019114,31
154,146,341.44,396.6,1.325,-6.966701,31
156,146,343.4,396.2,1.269,-5.41266,31
157,146,344.23,396.0,1.325,-5.2743177,31
159,145,352.67,395.8,1.269,-5.0339603,31
161,142,353.56,395.2,1.148,-4.7372413,31
163,139,357.81,394.4,2.603,-3.3811617,31
164,138,360.25,394.0,1.931,-2.6817012,31
166,137,365.38,393.0,1.586,-2.2063205,31
167,137,368.01,392.8,1.67,-2.2268465,31
174,134,389.15,392.2,2.51,-1.3299814,31
179,131,405.7,392.6,2.575,-3.3296797,31
180,131,408.79,392.6,2.575,-7.007806,31
181,132,413.05,392.6,2.575,-7.4969196,31
185,133,425.98,391.8,2.725,-6.213187,31
188,131,436.24,391.4,2.827,-11.516941,31
192,130,446.46,390.8,1.801,-8.63149,31
194,128,450.18,390.6,1.689,-7.5902185,31
197,125,456.43,389.6,1.801,-3.4328032,31
200,122,460.03,388.8,1.717,0.75278795,31
201,121,460.73,388.6,1.689,2.5234585,31
204,120,461.8,387.6,0.0,4.3969073,31
205,120,461.8,387.2,0.0,5.227788,31
208,117,461.8,386.6,0.0,6.3480444,31
211,116,462.08,385.4,0.0,8.646415,31
214,116,462.08,384.8,0.0,9.787405,31
218,114,462.99,384.2,0.0,10.916673,31
220,113,462.99,383.8,0.0,11.82839,31
222,113,462.99,382.8,0.0,13.736192,31
225,113,462.99,381.6,0.0,16.025518,31
230,113,462.99,382.6,0.0,14.117717,31
585,144,466.58,381.8,3.639,15.643992,30
586,145,469.35,382.2,3.602,14.880826,30
587,145,473.03,383.0,3.602,12.197457,30
589,144,481.12,384.4,3.602,10.545616,30
593,143,496.02,385.0,3.723,12.812207,30
594,143,499.75,385.6,3.77,11.939792,30
595,143,503.47,386.6,3.77,10.994831,30
597,144,511.14,387.8,3.779,9.580933,30
599,145,518.94,389.2,3.779,7.5108857,30
602,147,529.96,390.0,3.751,7.121976,30
604,148,537.3,390.4,3.76,4.6567,30
610,151,559.92,392.2,3.686,1.899555,30
614,151,575.01,393.2,3.751,-4.037502,30
618,154,590.17,394.0,3.751,-11.169552,29
622,153,603.81,393.2,3.714,-16.008722,29
625,153,614.42,391.6,3.63,-18.297693,29
626,153,617.97,391.0,3.63,-20.367786,29
627,153,621.64,390.2,3.63,-20.773882,29
629,153,628.79,389.0,3.443,-19.986116,29
630,153,632.33,388.0,3.443,-18.88696,29
631,153,635.99,387.2,3.546,-18.590843,29
633,153,643.73,386.0,3.63,-17.118452,29
635,154,651.01,384.6,3.63,-17.012157,29
637,153,658.42,383.0,3.611,-16.264067,29
639,153,666.45,381.6,3.592,-14.413196,30
641,154,672.83,380.4,3.583,-14.314495,30
644,154,683.85,378.8,3.555,-13.193138,30
646,154,692.01,377.6,3.555,-2.8684084,30
648,154,699.23,376.4,3.359,-1.1006149,30
650,154,707.53,375.2,3.555,2.5444345,30
653,154,719.49,373.8,3.574,7.132165,30
654,154,722.71,372.8,3.574,15.44803,30
655,154,726.46,372.2,3.574,18.872324,30
660,155,746.56,373.8,3.714,17.076286,30
662,155,754.11,375.8,3.704,21.436888,30
663,155,758.16,376.6,3.704,21.652283,30
664,156,762.07,377.4,3.714,21.816874,30
665,156,765.93,378.4,3.714,23.161201,30
666,157,769.85,379.6,3.714,23.101303,30
668,158,777.93,380.6,3.723,23.243181,29
670,157,785.39,382.6,3.742,21.734205,29
672,157,793.01,384.2,3.742,21.025812,29
674,157,800.75,385.8,3.742,18.288092,29
676,157,808.47,387.4,3.779,17.888563,29
677,156,812.27,388.4,3.742,17.573463,29
679,157,819.68,390.0,3.723,17.636618,29
681,157,826.71,392.0,3.676,14.134214,29
683,159,834.02,393.8,3.592,12.588469,29
685,161,841.65,394.8,3.676,10.943801,29
688,160,853.26,396.0,3.742,10.568907,29
690,157,860.89,396.8,3.742,11.0076275,29
691,157,864.48,397.6,3.742,9.25509,29
695,157,879.31,399.2,3.77,6.847691,29
698,159,890.82,400.4,3.77,5.3150945,29
699,160,894.73,401.0,3.77,4.616234,29
702,162,906.05,401.6,3.77,3.817898,29
705,162,917.09,402.6,3.76,1.3466483,29
706,162,920.98,402.8,3.751,-0.35639453,29
710,159,935.9,403.4,3.714,-1.5293335,29
713,157,947.29,403.4,3.723,-1.0533772,29
718,157,965.56,403.6,3.723,1.6521684,29
720,158,973.32,403.4,3.723,1.9282458,29
725,160,992.87,402.6,3.714,3.3971798,29
729,159,1007.92,402.8,3.77,1.237505,29
738,159,1038.27,404.6,3.695,-2.2200065,29
742,161,1057.65,404.8,3.77,-3.3911705,29
748,161,1080.01,403.6,3.742,-1.5745902,29
751,160,1091.36,403.0,3.723,-1.3410034,29
759,159,1121.15,403.0,3.742,0.9014331,29
764,161,1139.71,402.6,3.723,2.520018,29
769,161,1158.12,402.2,3.667,0.7648826,29
774,158,1176.8,403.6,3.63,-2.9677944,29
778,157,1192.23,404.0,3.639,-5.3259554,28
782,157,1206.54,402.6,3.639,-3.4543462,29
787,158,1225.59,401.6,3.77,-2.6634479,29
790,159,1237.05,401.6,3.77,0.0,29
795,159,1255.88,400.8,3.77,5.5239587,28
798,162,1266.72,400.4,3.844,14.336664,28
803,162,1286.79,400.0,3.844,18.787085,28
807,162,1302.4,401.6,3.863,16.267828,28
809,162,1309.22,404.4,3.872,9.559313,28
810,162,1313.19,408.0,3.882,1.8322217,28
811,162,1318.07,409.0,3.891,0.0,28
812,162,1321.93,409.6,3.891,-1.8453202,28
813,163,1325.91,410.2,3.882,-3.1772883,28
816,163,1337.13,410.4,3.854,-4.8993673,28
821,163,1356.96,409.8,3.91,-7.412026,28
823,160,1363.64,409.6,3.835,-8.65454,28
825,159,1372.09,409.0,3.835,-8.650101,28
828,159,1382.85,408.6,3.714,-8.276619,28
829,159,1382.85,407.6,3.714,-5.767777,28
832,161,1396.72,406.6,3.63,-4.071369,28
837,164,1416.9,405.4,3.676,-0.7045129,28
840,166,1427.78,404.4,3.695,-0.71669734,28
844,163,1441.92,404.0,3.676,-1.5960953,28
847,160,1453.42,404.2,3.695,-2.2953854,28
852,161,1472.76,405.0,3.723,-4.8052664,28
859,159,1503.16,404.0,4.106,-2.2773397,28
862,161,1516.14,402.8,4.189,7.3682756,28
866,162,1534.48,402.0,4.273,13.070764,28
868,163,1543.69,402.6,4.535,20.823011,28
870,164,1552.86,404.2,4.572,23.023495,28
871,164,1557.56,405.4,4.572,14.267737,28
872,164,1557.56,406.8,4.572,13.07461,28
873,164,1566.75,407.2,4.581,12.404078,28
875,163,1576.14,408.6,4.628,11.870543,28
877,163,1585.48,411.6,4.665,3.5530624,28
878,163,1590.03,413.2,4.665,-1.9679878,28
879,163,1594.18,415.8,4.665,-6.543536,28
884,162,1617.5,415.8,4.675,-7.0052605,28
886,161,1626.83,414.6,4.647,-5.472511,28
888,161,1636.44,413.4,4.647,-4.1706066,28
891,160,1651.38,412.2,4.712,0.3556092,28
893,160,1657.23,411.8,4.675,3.0282137,28
894,159,1665.53,411.6,4.665,3.5056798,28
898,159,1679.66,411.2,4.656,4.4694395,28
900,158,1692.74,411.2,4.535,5.5473247,28
910,158,1737.37,412.4,4.516,8.894743,28
911,158,1742.03,414.4,4.525,1.743242,28
912,158,1746.87,416.6,4.525,-2.2730887,28
918,158,1774.47,417.2,4.609,-4.561769,28
922,160,1794.84,416.0,4.768,-5.184088,28
924,160,1803.87,415.4,4.833,-6.2594743,28
926,160,1814.06,414.6,4.889,-3.6781445,28
927,160,1819.18,414.2,4.917,-3.6290753,28
928,160,1824.48,414.0,4.936,-3.6159048,28
931,159,1838.58,413.4,4.936,-2.798507,28
933,160,1849.28,413.0,4.936,-2.716765,28
938,160,1874.7,412.0,4.955,-1.5248957,28
941,160,1890.26,412.0,4.852,-2.251446,28
949,160,1928.06,411.6,4.871,-2.1109276,28
951,160,1937.11,410.8,4.871,-1.985134,28
955,160,1956.76,410.2,4.768,-0.5955419,28
957,161,1965.81,410.2,4.721,-2.708995,28
960,161,1978.64,410.0,4.637,-2.8931844,28
966,161,2004.49,409.8,4.255,-3.1937032,28
967,161,2008.32,409.8,4.199,-7.925338,28
