time,cadence,heartrate,distance,altitude,velocity_smooth,grade_smooth,temp
0,56,81,1.68,503.6,1.334,1.626788,27
1,56,83,3.23,503.4,1.25,1.626788,27
7,56,81,8.76,502.8,1.036,1.5792303,27
8,56,82,9.87,502.8,1.101,1.839306,27
15,58,79,22.09,503.8,1.316,1.802471,27
16,58,80,23.51,503.8,1.372,2.6839387,27
22,59,83,32.15,504.8,1.512,2.589964,27
25,54,85,36.25,505.6,1.502,3.0068777,27
27,53,86,38.79,506.0,1.428,3.039072,27
31,53,87,45.02,507.2,1.297,3.0335746,27
35,53,88,51.43,508.2,1.269,3.7621236,27
36,53,89,52.99,508.6,1.269,4.2670956,27
38,53,90,55.85,509.2,1.269,4.4817553,27
39,53,90,57.2,509.6,1.269,4.5728135,27
42,53,93,60.67,510.4,1.26,4.477739,27
43,53,94,61.54,510.6,1.26,4.701779,27
44,53,94,62.31,510.8,1.26,4.5915685,27
48,53,97,67.18,511.6,1.232,4.486441,26
50,53,97,70.36,511.8,1.222,5.1132364,26
54,53,99,78.22,512.4,1.232,5.1798806,26
57,54,101,83.25,513.0,1.26,5.892144,26
61,53,104,89.02,514.0,1.316,6.0267005,26
62,53,104,90.91,514.2,1.334,6.418488,26
64,53,105,94.67,514.6,1.372,6.3413954,26
67,53,107,98.84,515.2,1.409,6.1913757,26
70,53,108,102.33,516.2,1.409,6.252611,26
71,53,108,103.3,516.4,1.409,6.885985,26
75,54,109,108.21,517.0,1.428,6.6092815,26
78,54,112,111.97,517.4,1.409,6.5366216,26
79,54,113,112.96,517.6,1.4,6.561447,26
82,53,116,118.72,518.2,1.446,6.1996317,26
85,53,117,124.04,518.8,1.474,6.2919564,26
86,53,118,125.72,519.0,1.474,6.712183,26
91,53,118,132.53,520.0,1.474,6.385508,26
97,54,119,140.46,521.2,1.446,7.0874224,26
102,53,119,148.73,522.6,1.465,7.7908096,26
105,54,120,151.33,523.6,1.474,8.308063,26
109,53,119,156.78,524.8,1.474,7.9538836,26
114,53,119,164.97,526.0,1.456,7.9558263,26
119,55,119,172.66,527.2,1.558,7.4045296,26
122,55,119,176.73,528.0,1.568,7.637754,26
124,55,118,179.91,528.4,1.568,7.472994,26
128,54,115,186.45,529.4,1.577,7.0264287,26
129,54,115,187.69,529.4,1.577,6.1497445,26
135,55,117,195.87,530.4,1.568,5.496441,26
136,55,117,197.57,530.6,1.568,5.0768294,26
143,53,113,206.63,531.0,1.521,4.461125,26
148,54,112,212.98,530.8,1.484,4.398525,25
154,78,110,225.61,530.0,1.53,3.7172375,25
156,80,110,231.21,529.4,2.948,3.987516,25
161,80,109,245.75,528.8,2.865,2.8876195,25
165,80,110,258.43,528.4,2.678,2.8235173,25
169,80,111,270.82,527.8,2.799,2.3712854,25
171,80,112,276.82,527.2,2.874,2.4799728,25
178,80,114,296.92,526.2,2.948,1.9815242,25
179,79,114,299.77,526.2,2.958,2.3083456,25
186,81,116,320.18,526.2,3.014,1.9535373,25
187,81,116,322.78,526.0,3.014,2.8185637,25
191,81,118,333.21,525.0,3.004,2.614477,25
192,81,118,335.83,524.6,2.995,2.758193,25
194,80,119,342.11,523.6,2.967,2.725349,25
197,79,122,351.56,522.6,2.939,2.5205693,25
200,80,122,359.77,521.6,2.911,2.8371568,25
201,80,122,362.42,521.4,2.911,2.6933455,25
203,80,122,367.56,520.8,2.893,2.4730618,25
205,80,122,372.49,520.2,2.874,2.5931568,25
206,79,121,375.13,519.8,2.865,2.560152,25
210,81,120,385.42,519.0,2.837,2.3924017,25
211,81,121,387.76,518.6,2.827,2.3841324,25
215,80,124,397.44,518.2,2.79,2.2273612,25
217,80,125,401.7,518.0,2.771,2.2428727,24
222,80,128,413.64,517.2,2.725,2.2698355,24
223,80,128,416.12,516.8,2.715,2.449888,24
225,80,129,421.82,516.4,2.697,2.2842672,24
227,80,130,428.64,515.6,2.678,2.2359571,24
231,80,130,440.5,514.6,2.669,2.0538719,24
235,80,130,451.75,513.8,2.678,1.7389365,24
237,80,130,457.19,513.6,2.678,1.7701242,24
239,79,130,463.1,513.2,2.669,1.8023072,24
243,79,131,474.56,512.4,2.669,1.316507,24
246,80,130,482.77,512.2,2.659,1.2204353,24
252,79,129,501.34,511.0,2.65,0.833156,24
253,79,125,504.23,510.6,2.659,0.6264426,24
254,79,129,507.38,510.4,2.659,0.44325808,24
255,79,129,510.67,510.0,2.659,0.25460544,24
260,80,128,525.4,509.0,2.669,0.15217519,24
261,79,128,528.61,508.8,2.669,0.05544434,24
265,80,129,542.59,507.8,2.715,0.13076143,24
267,80,130,550.06,507.2,2.799,0.2774082,24
270,79,131,561.7,506.8,2.976,0.30630955,24
272,80,131,569.58,506.4,3.032,0.37636623,24
274,80,131,576.37,505.6,3.032,0.46344706,24
277,79,132,587.09,504.6,3.004,0.46754453,24
278,79,132,590.52,504.2,3.051,0.46028462,23
282,78,131,604.42,503.4,3.219,0.40120372,23
286,80,132,617.03,502.4,3.284,0.3177299,23
288,79,132,623.13,502.4,3.238,0.095697254,23
293,80,132,637.45,502.6,3.135,-0.17053685,23
296,80,132,645.5,502.6,3.144,-0.46434817,23
300,81,132,654.74,502.6,3.051,-0.8293728,23
306,81,133,670.71,503.0,3.06,-0.9830552,23
310,81,133,682.91,503.4,3.07,-1.5127213,23
313,82,134,690.31,504.0,3.042,-1.4024799,23
316,81,136,697.63,504.6,2.976,-1.4141151,23
321,82,138,711.36,505.4,2.855,-1.0420736,23
322,82,138,713.25,505.8,2.827,-0.58999234,23
325,81,137,720.57,506.8,2.781,-0.36255166,23
328,81,137,728.75,507.6,2.753,0.021836935,23
329,81,138,730.9,507.8,2.734,0.26263818,23
334,81,141,742.99,508.8,2.622,0.42479983,23
337,80,141,750.89,509.2,2.603,0.47425956,23
344,80,142,766.47,509.6,2.435,0.33559185,23
350,80,142,778.48,508.8,2.342,0.15779775,23
352,80,142,783.13,508.8,2.314,-0.01822817,23
357,79,143,797.08,508.8,2.286,-0.064763196,23
363,80,142,808.42,508.6,2.249,-0.07382276,23
369,79,140,822.09,508.4,2.211,0.11953467,23
376,79,141,844.19,508.4,2.193,0.80674154,23
377,80,142,847.84,508.2,2.183,1.9748938,23
381,80,145,859.77,508.0,2.146,2.0660691,23
384,79,147,868.54,507.8,2.249,2.387635,23
390,78,146,885.93,508.2,2.445,2.6188526,23
391,78,146,888.63,508.4,2.454,2.767783,23
394,80,146,897.74,509.0,2.501,2.5004497,23
398,79,145,910.63,509.8,2.51,2.401937,23
399,79,145,912.91,510.4,2.51,1.9393308,23
404,80,144,927.13,511.4,2.379,1.6177745,23
405,80,144,929.22,511.6,2.342,1.4951195,23
412,79,144,949.74,511.4,2.314,1.2059143,22
414,80,144,956.07,511.4,2.389,1.2616334,22
421,79,142,977.96,510.6,2.678,0.90114254,22
422,80,142,980.98,510.4,2.725,0.7198358,22
427,80,142,996.27,509.4,2.771,0.5819557,22
428,79,142,999.21,509.4,2.771,0.42702052,22
429,79,143,1002.33,509.2,2.818,0.2928902,22
434,79,143,1015.21,508.2,2.865,0.15155727,22
441,79,143,1033.92,508.0,2.547,0.48008236,22
448,80,143,1053.32,508.4,2.51,0.6455583,22
453,79,142,1062.69,508.4,2.426,1.0242944,22
458,80,142,1075.19,508.0,2.417,1.375428,22
466,80,142,1097.89,508.0,2.398,1.1920056,22
471,80,142,1109.79,508.2,2.407,1.2891799,22
472,80,142,1112.69,508.0,2.407,1.2381781,22
479,80,142,1133.38,508.2,2.398,1.0104988,22
485,80,141,1153.54,508.4,2.435,1.5264206,22
486,80,141,1157.56,508.6,2.463,1.9334478,22
492,80,140,1178.4,509.0,2.781,1.566539,22
493,80,140,1181.68,509.2,2.855,2.3279488,22
494,80,140,1184.85,509.2,2.883,2.189681,22
495,80,141,1187.96,509.2,2.902,2.0751224,22
501,81,141,1206.61,509.8,2.911,1.8714615,22
508,80,142,1226.09,510.0,2.743,2.1397629,22
510,80,142,1230.46,510.0,2.725,3.1038778,22
515,80,142,1245.23,510.2,2.846,2.8921068,22
521,80,140,1260.84,510.8,2.865,3.0153363,22
524,80,140,1268.79,511.2,2.911,3.29685,22
527,79,143,1278.45,511.6,2.921,3.0893795,22
530,79,143,1287.46,511.6,2.911,2.7058315,22
535,79,143,1298.3,511.2,2.855,2.4189827,22
536,79,143,1300.66,511.0,2.837,1.7404659,22
540,80,144,1312.5,510.0,2.827,1.3950852,22
542,79,144,1317.56,509.6,2.818,0.9554189,22
546,80,144,1328.19,509.0,2.818,0.7576021,22
549,80,145,1335.68,508.6,2.799,0.58390254,22
556,81,146,1354.16,508.2,2.762,0.39685836,22
563,80,145,1373.69,508.8,2.715,0.6863345,22
568,81,145,1388.69,509.8,2.725,0.87695134,22
570,81,145,1395.58,510.0,2.734,0.89553046,22
574,81,146,1406.97,510.2,2.743,1.0458616,21
580,81,146,1422.77,510.2,2.753,1.0552442,21
586,81,142,1439.87,509.8,2.762,1.4728436,21
587,80,142,1442.86,510.0,2.762,2.3620725,21
592,80,146,1456.04,510.0,2.762,2.1898699,21
593,80,147,1457.37,510.0,2.753,2.0662062,21
600,80,150,1475.33,509.2,2.603,1.7535455,21
601,80,150,1477.54,509.2,2.585,1.5324425,21
604,79,151,1485.39,509.0,2.538,1.2678404,21
607,80,151,1491.5,508.6,2.519,0.82052314,21
613,80,149,1507.44,508.6,2.51,0.5588442,21
620,80,147,1526.44,509.6,2.463,0.118577145,21
628,80,148,1545.42,510.0,2.435,-0.13846971,21
630,80,147,1551.01,510.0,2.435,-0.7994848,21
636,80,147,1568.9,510.6,2.445,-0.83729976,21
640,79,147,1581.15,510.8,2.771,-1.0980203,21
641,79,148,1582.89,511.0,2.678,-0.88651377,21
643,79,148,1587.76,511.0,2.622,-0.8207428,21
650,79,150,1610.5,510.8,2.734,-0.6424184,21
652,79,151,1615.68,510.8,2.809,-0.44416693,21
658,79,153,1629.05,511.4,2.846,-0.20357901,21
665,80,154,1651.4,511.6,2.846,0.6344615,21
671,80,151,1663.92,511.4,2.809,1.7551439,21
673,80,149,1669.84,511.2,2.79,2.4974132,21
675,80,145,1676.07,511.0,2.771,2.6372888,21
678,79,142,1686.12,510.6,2.79,3.0306537,21
681,80,142,1698.23,510.0,2.818,2.7004614,21
683,79,143,1703.59,509.6,2.846,3.05466,21
686,79,146,1713.23,509.4,2.874,2.4017065,21
690,79,143,1725.53,509.0,2.902,2.1240513,21
691,79,143,1728.79,509.0,2.911,1.8236983,21
696,79,143,1745.47,507.8,3.051,1.296935,21
697,79,143,1748.63,507.6,3.098,0.9469361,21
702,79,143,1762.12,506.8,3.144,0.50349736,21
704,78,142,1769.01,506.8,3.182,0.29361066,21
706,78,142,1776.27,506.6,3.228,0.0828325,21
710,79,141,1785.35,506.2,3.172,-0.10223372,21
712,79,141,1791.0,506.0,3.144,-0.33129767,21
