time,cadence,heartrate,distance,altitude,velocity_smooth,grade_smooth,temp
0,59,72,1.31,223.0,1.428,4.769863,28
1,59,72,2.5,223.2,1.577,4.769863,28
9,57,71,12.51,224.2,1.325,4.7732677,28
10,57,72,14.03,224.2,1.325,7.266917,28
14,56,77,20.71,224.6,1.334,7.494767,28
16,56,81,24.45,224.6,1.381,7.824902,28
18,58,84,27.87,224.8,1.437,8.033744,28
21,57,85,32.05,225.4,1.484,8.2828455,28
23,55,85,34.76,226.4,1.502,8.2533455,28
27,55,86,40.11,227.6,1.484,8.197852,28
31,53,88,45.25,228.4,1.437,7.819143,28
32,54,89,46.54,228.6,1.418,8.07169,28
37,54,92,52.94,229.8,1.381,7.000535,28
41,54,96,59.06,230.6,1.362,7.1927633,28
42,54,96,60.47,230.8,1.362,7.3699822,28
43,54,98,61.71,231.0,1.362,7.2720256,28
44,55,103,62.92,231.0,1.362,6.8693643,28
46,55,107,65.19,231.4,1.362,6.3845906,28
49,54,108,69.49,231.8,1.353,5.8044853,28
53,55,109,76.64,232.4,1.353,5.6353006,28
55,56,109,79.6,232.6,1.372,5.7058454,28
57,56,109,81.89,233.0,1.381,5.4935284,28
62,56,109,88.2,234.0,1.381,5.1593013,28
67,55,109,96.09,235.0,1.381,5.880845,28
74,56,109,105.25,236.2,1.39,6.2668085,28
77,56,112,109.46,236.4,1.381,7.1814837,28
78,56,109,111.05,236.6,1.381,6.67498,28
80,56,110,114.28,236.8,1.381,6.3715463,28
84,56,112,121.3,237.4,1.39,6.253892,28
88,57,115,127.51,237.8,1.418,6.070635,29
92,57,118,132.71,238.2,1.437,6.165872,29
93,57,118,133.98,238.4,1.437,6.155071,29
95,58,118,136.78,238.4,1.437,5.7181134,29
100,58,115,143.61,238.8,1.418,5.905335,29
103,57,112,148.49,239.0,1.418,5.60222,29
105,57,109,151.82,239.2,1.409,5.5511594,29
108,57,106,157.2,239.6,1.418,5.2374015,29
114,57,104,167.23,240.4,1.456,6.082133,29
115,57,104,168.5,240.6,1.456,7.6333227,29
