time,cadence,heartrate,distance,altitude,velocity_smooth,grade_smooth,temp
0,0,81,1.16,2214.6,0.0,-6.739736,26
1,0,81,2.34,2214.6,0.0,-6.739736,26
7,0,81,8.96,2213.2,0.0,-7.1807923,27
10,52,80,12.61,2212.2,0.243,-14.785851,26
14,58,77,18.22,2212.0,0.84,-13.140193,26
15,57,77,19.84,2212.0,0.914,-12.036467,26
16,57,76,20.99,2212.2,0.98,-12.741246,26
20,59,73,27.08,2213.2,1.138,-14.97023,26
23,60,71,30.76,2214.2,1.213,-14.030535,26
24,60,71,32.12,2214.6,1.232,-13.491932,26
29,54,73,39.25,2215.8,1.334,-11.218279,26
31,53,75,41.97,2216.0,1.344,-6.5530887,26
37,51,78,49.07,2215.4,1.344,-3.1635327,26
39,51,80,50.57,2214.6,1.306,-1.5206186,26
41,0,79,51.12,2213.6,1.278,0.39178517,26
42,0,79,51.21,2213.6,1.194,0.39983094,26
46,0,81,51.58,2212.2,0.0,1.8885362,26
48,0,78,52.02,2211.2,0.0,3.8113692,27
49,0,79,52.2,2211.0,0.0,4.2273846,27
52,0,79,52.42,2209.6,0.0,6.9366984,27
55,0,79,52.42,2208.4,0.0,9.335112,27
59,0,77,52.42,2207.0,0.0,12.057635,27
62,0,77,54.77,2205.8,0.0,14.3912945,27
63,54,80,56.59,2205.4,0.0,11.819647,27
64,54,78,58.4,2205.0,0.0,12.853264,27
65,54,78,60.11,2204.8,0.0,13.607676,27
68,56,77,65.22,2204.6,0.532,14.405724,27
73,54,76,72.46,2205.0,1.325,15.064249,27
74,53,76,73.63,2205.4,1.325,11.638534,27
75,52,76,74.82,2205.6,1.316,11.547692,27
78,53,76,78.97,2206.6,1.306,9.898569,27
79,53,75,80.27,2206.8,1.306,8.212422,27
81,55,75,82.87,2207.8,1.306,6.7133994,27
83,55,75,85.33,2210.0,1.306,3.1571612,27
85,53,75,87.4,2211.4,1.306,0.7339636,27
87,52,75,90.01,2212.2,1.297,-0.7624619,27
88,51,75,91.57,2212.6,1.297,-1.573615,27
95,55,77,100.63,2213.8,1.372,-4.0925503,27
97,55,77,103.53,2213.8,1.372,-4.0202537,27
106,57,78,115.51,2213.2,1.418,-3.0983975,27
108,57,78,116.5,2212.6,1.428,0.37207848,27
116,57,77,127.45,2211.8,1.381,1.8949194,27
125,55,73,140.16,2211.8,1.344,3.6163228,27
126,53,76,141.24,2211.8,1.334,5.9515,27
130,52,76,145.54,2211.8,1.306,6.0755873,27
131,52,78,146.85,2211.6,1.297,7.9255624,27
137,57,77,155.59,2211.0,1.269,10.188966,27
147,55,77,169.68,2211.6,1.325,15.037619,28
153,50,77,177.26,2212.8,1.325,18.42574,28
157,53,81,183.01,2213.0,1.334,20.242323,28
163,51,80,190.03,2213.8,1.306,22.320276,28
167,51,80,194.14,2214.4,1.288,24.290264,28
169,50,80,196.25,2215.0,1.269,23.12289,28
171,50,82,198.22,2215.6,1.25,22.920725,28
173,49,83,200.39,2216.2,1.241,22.32382,28
176,47,85,203.18,2217.4,1.213,22.339018,28
177,46,82,204.1,2217.8,1.204,21.815916,28
179,45,85,205.62,2218.2,1.185,21.449564,28
180,44,88,206.29,2218.6,1.176,21.305748,28
182,44,95,207.54,2219.2,1.138,20.401203,28
183,44,98,208.39,2219.4,1.12,19.725586,28
184,44,99,209.39,2219.6,1.11,19.683374,28
189,47,100,214.35,2220.6,1.054,18.138453,28
193,51,100,219.58,2220.8,1.073,21.330309,28
197,51,101,225.07,2221.8,1.101,20.702478,28
201,51,103,229.61,2223.0,1.138,22.621904,28
202,51,103,230.83,2223.6,1.148,23.421038,28
204,50,103,232.97,2224.2,1.157,21.537119,28
