time,cadence,heartrate,distance,altitude,velocity_smooth,grade_smooth,temp
0,57,81,1.53,505.2,1.213,2.1493304,29
1,57,81,2.99,505.2,1.409,2.1493304,29
2,57,83,3.86,505.2,1.409,2.2045777,29
4,57,83,6.07,505.0,1.353,2.2415338,29
7,57,81,10.52,504.8,1.222,2.2395492,29
17,58,79,27.96,506.2,1.297,2.1425107,29
21,58,81,32.35,506.4,1.334,3.2047465,29
23,55,80,33.25,506.4,1.316,3.6208985,29
24,56,83,33.78,506.4,1.306,3.3902702,29
25,56,86,34.81,506.4,1.297,3.2252214,29
30,58,82,43.52,505.4,1.176,3.0844083,29
31,59,84,44.91,505.0,1.185,3.464769,29
33,60,82,48.44,504.4,1.26,3.3393767,29
41,57,81,60.58,504.8,1.288,3.385425,28
45,56,82,66.06,505.2,1.306,4.176248,28
48,56,84,71.18,505.6,1.316,4.46435,28
51,55,87,75.7,506.0,1.325,4.292317,28
52,54,88,77.48,506.2,1.325,4.343691,28
55,54,92,80.8,507.0,1.316,4.173324,28
56,54,94,81.68,507.0,1.306,4.296888,28
57,54,95,82.66,507.2,1.297,4.1020637,28
61,55,97,89.09,508.6,1.297,3.9377356,28
64,53,98,93.77,509.6,1.316,4.764366,28
67,53,101,98.58,510.2,1.325,4.972191,28
70,55,104,103.86,510.4,1.334,5.5494556,28
72,54,107,107.52,510.6,1.344,5.502471,28
75,54,108,112.9,510.6,1.362,5.5278206,28
78,55,109,117.65,510.8,1.381,5.6077175,28
86,53,112,129.16,511.0,1.428,5.599316,28
91,53,110,133.9,511.8,1.428,6.2050195,28
92,53,110,135.56,512.0,1.428,6.25365,28
96,53,112,141.35,512.8,1.437,5.848854,28
100,53,115,147.24,513.6,1.437,5.8647842,28
102,54,117,150.41,514.0,1.446,6.8223734,28
107,53,118,158.79,514.8,1.465,6.6243296,28
108,54,119,160.28,515.0,1.465,7.2611938,28
118,53,120,174.43,516.0,1.484,6.6019545,28
119,53,120,175.72,516.2,1.484,8.078129,28
130,52,120,191.1,517.0,1.484,7.3236084,28
133,52,119,195.59,517.4,1.484,8.711007,28
137,53,118,200.13,518.0,1.474,8.525171,28
142,53,119,207.07,519.4,1.474,7.813152,28
146,52,119,212.4,520.4,1.465,8.00094,28
151,53,118,219.78,521.8,1.465,7.1529107,28
153,52,119,222.72,522.2,1.465,6.5581136,28
157,51,119,229.2,522.8,1.465,6.1265755,28
159,52,119,232.1,523.0,1.474,6.007575,28
163,55,119,237.18,523.8,1.465,5.8185573,27
167,56,120,243.06,525.4,1.456,4.915383,27
169,56,120,246.31,526.2,1.456,4.8096447,27
170,0,120,248.44,526.4,1.456,4.480218,27
173,0,119,256.69,527.2,1.484,4.294162,27
174,79,118,259.5,527.4,1.502,4.258433,27
177,80,119,267.77,528.8,2.79,3.7548227,27
180,81,121,276.56,530.4,2.501,3.2567275,27
182,82,121,281.94,531.0,2.361,3.225912,27
183,82,122,284.61,531.6,2.351,2.8609385,27
188,80,124,297.46,532.6,2.389,2.4889007,27
189,80,124,300.17,532.8,2.445,1.8162832,27
192,80,128,308.59,533.0,2.585,1.478159,27
195,80,131,316.68,533.0,2.65,1.1579257,27
200,80,132,330.27,533.8,2.65,0.8371366,27
202,80,132,336.07,533.8,2.603,0.620881,27
210,80,131,358.81,534.6,2.715,0.5117202,27
212,80,130,364.2,534.8,2.734,0.6624271,27
216,80,129,375.16,535.0,2.762,0.5517524,27
224,80,131,397.27,534.6,2.781,1.252328,27
225,80,131,400.26,534.6,2.781,1.839468,26
230,80,134,415.33,533.8,2.809,1.7888218,26
231,80,134,418.18,533.8,2.818,2.1226888,26
233,79,134,423.89,533.2,2.827,2.0084136,26
234,79,134,426.78,533.0,2.827,1.7347168,26
237,79,134,435.33,532.4,2.837,1.5551319,26
241,80,135,445.94,531.6,2.855,1.5160623,26
243,79,135,451.52,531.4,2.855,1.2693635,26
247,79,138,462.93,531.2,2.865,1.1623936,26
250,79,139,471.51,531.2,2.865,1.067684,26
256,79,140,488.37,530.2,2.874,0.93293655,26
257,79,140,491.42,529.8,2.874,0.91821283,26
264,78,141,513.88,529.2,2.902,0.7670711,26
265,78,141,517.18,529.2,2.911,0.33199447,26
266,78,141,520.18,529.2,2.921,0.17896155,26
272,78,141,540.46,528.4,2.967,0.01616697,26
273,78,141,544.17,528.0,2.976,-0.69232076,26
275,78,141,552.07,527.6,3.014,-0.8314475,26
277,79,142,560.16,527.0,3.144,-1.0030079,26
280,81,142,572.43,525.8,3.434,-1.4352947,26
281,81,142,576.19,525.6,3.518,-1.6104856,26
285,80,142,591.34,524.8,3.76,-1.5018464,26
290,79,144,608.29,524.0,3.788,-1.6542832,26
291,79,144,611.55,523.6,3.779,-1.6419071,26
296,79,144,628.31,522.6,3.676,-1.2722231,26
300,79,143,642.44,522.4,3.676,-1.8272647,25
306,80,143,663.56,522.0,3.546,-1.8539946,25
307,81,143,667.87,521.8,3.602,-2.156033,25
308,82,143,672.56,521.6,3.658,-1.9672835,25
309,83,143,677.46,521.0,3.704,-1.6220032,25
312,86,144,692.36,519.2,4.031,-1.4235147,25
314,87,147,702.31,518.4,4.208,-1.5865728,25
315,87,148,706.73,517.8,4.301,-1.432171,25
317,86,150,714.71,517.0,4.292,-1.4906952,25
318,86,151,718.51,516.4,4.255,-1.3654199,25
321,83,152,727.8,515.4,3.919,-1.2935519,25
323,83,153,733.44,515.0,3.648,-1.3002007,25
324,83,154,736.15,515.0,3.648,-1.2782542,25
326,82,154,741.49,515.0,3.48,-1.195146,25
328,82,154,746.47,514.2,3.48,-1.3493625,25
331,81,154,756.06,513.2,3.144,-1.3468536,25
332,80,154,759.31,513.0,3.051,-1.3414278,25
337,80,151,776.39,512.4,3.126,-1.2114726,25
341,81,147,790.3,512.2,3.284,-1.2102844,25
343,81,148,798.15,512.0,3.322,-1.3214449,25
349,82,149,816.41,512.0,3.35,-1.0500622,25
355,79,149,835.39,510.8,3.266,-1.1486081,25
357,80,150,841.73,510.8,3.182,-0.9155412,25
360,81,150,849.99,510.8,3.2,-0.43116245,25
366,55,151,857.65,510.0,1.372,-0.15161292,25
367,58,151,859.02,509.6,1.372,0.3034992,25
368,110,150,860.97,509.2,1.502,0.41106516,25
370,82,149,866.79,508.2,2.221,0.5251325,25
371,82,147,869.98,507.6,3.238,0.734579,25
372,82,146,873.57,507.2,3.294,0.86783934,25
375,81,143,881.08,507.2,3.098,0.959907,25
384,0,141,882.8,505.8,0.0,1.0790149,25
385,0,139,885.03,505.6,0.0,1.1884336,25
388,74,136,893.44,504.8,0.0,1.1290406,25
389,79,136,896.49,504.8,1.4,1.2108822,25
390,79,135,899.16,504.8,1.437,0.94055194,25
394,81,136,910.04,505.8,2.799,0.82209855,25
397,80,136,919.77,507.0,2.893,0.89978296,25
401,79,136,931.51,508.2,2.874,0.68628126,25
403,79,136,937.58,509.0,2.781,0.5961194,25
405,80,137,943.98,509.6,2.753,0.44668153,25
410,80,138,958.55,510.6,2.809,0.35592064,25
411,80,139,961.39,510.8,2.799,0.5542794,25
416,79,140,976.08,511.8,2.771,0.46945718,25
419,81,142,985.06,512.8,2.762,0.6235426,25
422,80,142,994.25,514.2,2.818,0.69385487,25
423,81,142,997.23,514.6,2.827,1.2047206,25
424,81,143,1000.1,515.0,2.846,1.1839739,25
426,81,143,1006.01,515.2,2.855,1.2158222,25
432,81,144,1021.71,515.6,2.893,1.2345761,25
439,79,145,1043.67,515.4,2.883,1.7433585,25
440,79,145,1047.27,515.4,2.893,3.2637064,25
446,81,145,1069.67,515.0,3.051,3.0929964,24
447,82,145,1072.83,515.4,3.098,5.1816845,24
450,83,145,1081.37,516.2,3.191,4.4464684,24
451,83,145,1084.18,516.6,3.191,4.652544,24
453,84,147,1089.76,517.4,3.116,4.4380717,24
455,84,148,1095.32,517.6,3.116,4.1773787,24
457,84,151,1100.67,518.0,3.116,4.212716,24
458,84,152,1103.16,518.6,3.088,4.0068836,24
459,84,153,1105.47,518.8,3.051,3.7174842,24
461,84,154,1110.32,519.2,2.958,3.4298413,24
463,84,155,1115.1,520.0,2.874,3.6782644,24
466,83,155,1122.74,520.6,2.809,2.6271508,24
471,82,158,1136.32,521.2,2.715,2.4706702,24
475,82,159,1147.13,521.4,2.715,2.746208,24
479,82,160,1157.48,522.2,2.706,3.061232,24
480,82,161,1159.99,522.2,2.697,3.156737,24
481,83,161,1162.56,522.4,2.697,2.3243651,24
489,82,162,1184.61,523.0,2.65,2.1580455,24
490,82,162,1187.27,523.0,2.65,2.522041,24
491,82,162,1189.82,523.2,2.65,2.2902174,24
494,81,162,1197.46,523.4,2.659,2.049508,24
496,81,162,1202.57,524.2,2.659,2.2383122,24
499,81,162,1210.14,524.4,2.631,2.0284617,24
507,81,160,1232.24,523.2,2.613,1.7644056,24
512,80,160,1247.06,522.2,2.631,2.4986737,24
515,80,160,1256.16,522.0,2.669,2.317994,24
522,81,160,1277.25,521.8,2.743,1.9413315,24
524,81,159,1283.24,522.0,2.762,1.5770708,24
531,82,160,1303.61,522.0,2.809,1.1362078,24
536,82,161,1317.72,522.0,2.837,1.8421588,24
544,83,161,1339.76,522.6,2.855,2.517636,24
546,82,161,1345.93,523.0,2.846,4.8170977,24
547,82,161,1348.71,523.2,2.846,6.991668,24
550,82,161,1356.64,523.6,2.846,7.1950755,23
553,81,161,1365.15,524.2,2.846,8.0830965,23
556,82,161,1372.43,525.4,2.846,8.80957,23
557,82,161,1374.95,525.6,2.846,9.319755,23
560,82,163,1383.42,526.6,2.846,9.039559,23
563,83,164,1390.99,527.8,2.837,9.437385,23
565,83,165,1394.88,528.4,2.827,9.972012,23
566,82,165,1395.88,528.8,2.818,10.32586,23
567,82,165,1397.74,529.0,2.799,9.618972,23
571,57,166,1402.86,529.6,2.277,8.935441,23
574,57,166,1406.64,529.8,1.493,8.937126,23
579,56,165,1413.65,530.0,1.381,8.411429,23
584,54,162,1419.98,530.2,1.344,8.735652,23
589,55,159,1427.1,530.4,1.316,9.151605,23
590,55,159,1428.69,530.2,1.316,8.766707,23
600,56,156,1441.87,529.4,1.344,7.8914723,23
603,56,153,1446.02,529.4,1.325,9.30412,23
608,57,151,1454.11,529.6,1.316,9.1873455,23
614,56,148,1463.02,530.0,1.372,9.308714,23
619,56,144,1469.27,529.4,1.4,8.96957,23
622,56,142,1474.24,528.6,1.39,9.289883,23
628,57,141,1484.35,527.8,1.409,10.285822,23
631,57,140,1488.57,527.6,1.428,11.102528,23
637,56,137,1495.82,527.8,1.446,9.84618,23
640,57,135,1500.14,528.0,1.428,10.07321,23
644,57,132,1507.0,528.2,1.418,10.006818,23
650,57,131,1516.96,528.8,1.446,10.028926,23
653,57,127,1520.89,529.2,1.465,9.54914,23
655,57,124,1523.46,529.6,1.474,9.141535,23
656,56,125,1525.01,530.0,1.474,8.421004,23
660,56,126,1530.83,530.6,1.474,7.7091794,23
663,56,126,1536.02,531.0,1.465,8.063425,23
670,57,126,1545.94,531.4,1.493,7.8554664,23
674,57,123,1550.44,531.6,1.493,9.2458725,23
679,57,121,1557.79,531.6,1.465,9.205568,23
684,80,119,1571.13,531.8,2.127,9.261033,23
687,79,119,1579.51,532.0,2.305,11.919977,23
689,80,122,1585.19,532.4,2.613,11.532159,23
692,81,125,1593.46,533.0,2.697,11.388402,23
693,81,125,1596.06,533.2,2.715,11.953016,23
694,81,125,1598.75,533.6,2.734,10.578028,23
698,80,125,1609.7,534.4,2.753,9.823136,23
702,81,125,1619.36,535.0,2.753,10.165923,23
703,81,125,1620.94,535.2,2.743,9.66103,23
704,82,124,1622.68,535.6,2.706,8.298137,23
705,82,123,1624.53,535.8,2.641,7.463575,23
706,82,121,1626.77,536.0,2.585,6.6085014,23
711,80,124,1640.84,535.8,2.37,5.7752705,23
712,79,127,1644.67,535.8,2.37,5.3491783,23
714,78,124,1651.52,535.2,2.37,4.83326,23
716,80,121,1658.13,534.8,2.417,4.1500416,22
717,80,120,1661.17,534.6,2.454,3.4637454,22
720,79,123,1669.82,534.0,2.622,2.9553545,22
722,79,126,1675.38,533.4,2.687,1.9028859,22
724,79,127,1681.38,532.8,2.743,1.4749359,22
727,78,128,1689.91,532.4,2.827,0.6409026,22
730,79,128,1698.7,531.2,2.893,-0.039208673,22
733,80,128,1707.63,530.6,2.93,-0.60383433,22
735,79,128,1713.56,530.0,2.958,-1.4882741,22
740,80,126,1728.78,529.0,2.948,-1.2223115,22
742,79,125,1735.24,528.4,2.948,-0.95275,22
745,80,125,1745.27,527.6,3.023,-0.85167575,22
747,80,126,1751.71,527.2,3.06,-0.6277604,22
748,80,126,1754.89,526.8,3.07,0.25741768,22
749,79,126,1758.3,526.6,3.079,0.4969843,22
753,79,127,1772.15,525.4,3.116,0.7516271,22
760,78,129,1794.98,524.6,3.163,0.935924,22
761,79,129,1798.11,524.2,3.172,0.74863064,22
762,79,129,1801.32,524.0,3.172,0.6873548,22
769,78,131,1822.55,523.2,3.163,0.35187075,22
770,77,130,1825.64,523.2,3.163,-1.1538473,22
773,79,130,1835.77,523.0,3.154,-1.4950547,22
779,78,131,1856.29,522.6,3.172,-2.2305005,22
781,78,131,1863.71,522.6,3.182,-4.008878,22
784,79,132,1876.23,521.8,3.21,-4.3504343,22
786,80,132,1885.92,520.8,3.275,-5.0350575,22
788,81,132,1897.11,519.6,3.611,-5.112222,22
789,83,132,1903.13,518.8,4.591,-4.633297,22
790,83,132,1909.51,518.0,4.6,-4.4076114,22
791,83,132,1916.15,517.2,5.085,-4.4571853,22
792,83,132,1924.29,516.2,5.151,-4.4621468,22
793,94,132,1929.46,515.8,5.151,-4.469964,22
794,96,133,1936.67,515.0,5.626,-3.9472487,22
796,96,133,1945.9,513.8,5.626,-3.7498183,22
799,92,135,1957.3,513.8,5.412,-3.5863104,22
800,86,135,1960.43,513.6,5.412,-3.7244737,22
801,84,136,1963.44,513.4,4.479,-2.6083295,22
803,83,135,1969.24,512.8,3.574,-2.3603437,21
805,82,133,1975.01,512.2,3.462,-2.1313891,21
808,82,135,1983.84,511.8,3.424,-1.8541276,21
811,81,133,1992.15,511.4,3.359,-1.656018,21
814,80,134,2001.06,511.2,3.294,-1.4213305,21
816,81,134,2007.72,511.2,3.294,-1.0696911,21
824,81,134,2028.75,511.0,3.144,-0.90268356,21
828,80,134,2038.4,511.6,3.07,-0.77997416,21
832,80,135,2049.09,511.8,2.921,-0.6233175,21
839,80,135,2068.57,511.8,2.753,-0.70172185,21
846,79,137,2089.27,510.8,2.837,-1.394368,21
847,79,137,2091.4,510.6,2.837,-1.9489131,21
851,78,138,2102.91,509.6,2.874,-2.3063772,21
856,79,139,2117.57,508.6,2.874,-3.8067162,21
858,79,139,2123.5,508.4,2.893,-4.536619,21
863,79,139,2139.35,507.4,2.902,-3.7569869,21
864,79,139,2142.45,507.2,2.911,-4.0022893,21
865,79,137,2145.18,506.8,2.921,-3.7725291,21
866,78,140,2148.09,506.6,2.921,-3.467849,21
868,78,142,2154.13,506.0,2.939,-3.1404345,21
872,79,144,2165.43,504.6,2.948,-2.9789383,21
873,79,145,2168.62,504.4,2.948,-2.8108056,21
879,79,146,2185.04,503.4,2.93,-2.5518744,21
880,79,146,2188.59,503.4,2.93,-3.9149332,21
887,80,145,2211.88,503.0,2.921,-3.3733106,21
893,79,145,2232.39,502.4,2.958,-4.8531685,21
894,79,144,2234.74,502.4,2.976,-6.62858,21
895,79,145,2238.09,502.2,2.986,-6.5293007,21
899,78,144,2246.94,501.6,2.976,-5.8523684,21
900,78,143,2249.22,501.2,2.883,-6.2469063,21
904,78,143,2259.63,500.0,2.697,-5.89333,21
905,78,142,2263.45,499.2,2.734,-6.334797,21
906,80,142,2267.35,498.2,2.762,-5.624313,21
908,80,142,2274.58,496.8,2.995,-5.2546453,21
910,86,142,2283.24,495.0,3.387,-4.6321697,21
911,87,142,2287.07,494.6,3.387,-4.7343698,21
914,84,142,2297.95,493.8,3.322,-4.199794,21
916,82,142,2304.83,493.2,3.266,-3.9648454,21
918,79,143,2311.57,492.6,3.238,-3.7043006,21
921,79,144,2321.11,491.4,3.21,-3.5019784,21
925,79,146,2332.73,489.6,3.182,-4.162776,21
927,83,147,2337.49,488.4,3.163,-4.38512,21
931,83,146,2350.07,487.4,3.107,-4.160958,21
932,82,146,2353.0,487.2,3.079,-4.3604064,21
